shop_name,latitude,longitude,shop,houses_nearby,total_floats
Санкт-Петербург 2-я линия Васильевского островад. 41,30.283681,59.944936,Дикси,122,3225.0
Санкт-Петербург аллея Евгения Шварцад. 12кор. 1,30.457263,60.035504,Дикси,13,2504.0
Санкт-Петербург б-р Конногвардейскийд. 6,30.294865,59.931842,Дикси,41,930.0
Санкт-Петербург дорога Муринскаяд. 74кор. 1,30.454245,60.033989,Дикси,23,4833.0
Санкт-Петербург наб. Канала Грибоедовад. 97,30.301657,59.92727,Дикси,33,1035.0
Санкт-Петербург наб. Макаровад. 28,30.280897,59.948374,Дикси,52,1343.0
Санкт-Петербург наб. Морскаяд. 17кор. 3ЛИТ А,30.20993,59.943021,Дикси,14,2789.0
Санкт-Петербург наб. Обводного каналад. 124/2,30.296366,59.908457,Дикси,10,1072.0
Санкт-Петербург наб. Обводного каналад. 219-221А,30.27477,59.909617,Дикси,19,1720.0
Санкт-Петербург наб. Октябрьскаяд. 124кор. 7,30.505089,59.86172,Дикси,15,4039.0
Санкт-Петербург наб. Реки Фонтанкид. 32/1,30.344372,59.937648,Дикси,46,1081.0
Санкт-Петербург наб. Реки Фонтанкид. 77,30.327393,59.925854,Дикси,73,2251.0
Санкт-Петербург наб. Реки Фонтанкид. 82/1,30.33202,59.926467,Дикси,58,1819.0
Санкт-Петербург пер. Басковд. 33,30.361449,59.939316,Дикси,151,3595.0
Санкт-Петербург пер. Гривцовад. 9,30.314817,59.929145,Дикси,102,3215.0
Санкт-Петербург пер. Калужскийд. 7,30.38078,59.946013,Дикси,46,1740.0
Санкт-Петербург пер. Перекупнойд. 4,30.376244,59.927757,Дикси,115,3989.0
Санкт-Петербург пер. Свечнойд. 27,30.355178,59.923662,Дикси,94,2673.0
Санкт-Петербург пер. Столярныйд. 10-12,30.312086,59.927455,Дикси,79,2599.0
Санкт-Петербург пер. Фонарныйд. 8,30.305223,59.928916,Дикси,78,2305.0
Санкт-Петербург пл. Сытнинскаяд. 4,30.310047,59.957016,Дикси,38,1368.0
Санкт-Петербург пр-д. 1-й Предпортовыйд. 11лит. А,30.301549,59.843711,Дикси,7,2016.0
Санкт-Петербург пр-д. Комендантскийд. 59,30.231031,60.033585,Дикси,11,4922.0
Санкт-Петербург пр-т Металлистовд. 117,30.386754,59.97599,Дикси,8,2019.0
Санкт-Петербург пр-т Наставниковд. 8кор. 2,30.48662,59.938951,Дикси,23,3932.0
Санкт-Петербург пр-т. Авиаконструкторовд. 7,30.246276,60.011329,Дикси,14,4969.0
Санкт-Петербург пр-т. Английскийд. 40,30.286763,59.92161,Дикси,135,3711.0
Санкт-Петербург пр-т. Большевиковд. 17,30.4799,59.908164,Дикси,16,3261.0
Санкт-Петербург пр-т. Большевиковд. 71кор. 1Ц,30.478769,59.877994,Дикси,18,1491.0
Санкт-Петербург пр-т. Большеохтинскийд. 15кор. 1,30.410488,59.950983,Дикси,66,3647.0
Санкт-Петербург пр-т. Большой Васильевского островад. 29,30.280735,59.939054,Дикси,91,1933.0
Санкт-Петербург пр-т. Большой Васильевского островад. 38,30.273998,59.936039,Дикси,79,1979.0
Санкт-Петербург пр-т. Большой Сампсониевскийд. 35,30.342943,59.967002,Дикси,5,539.0
Санкт-Петербург пр-т. Большой Сампсониевскийд. 57,30.340392,59.972528,Дикси,4,461.0
Санкт-Петербург пр-т. Большой Сампсониевскийд. 96,30.332873,59.989081,Дикси,4,1082.0
Санкт-Петербург пр-т. Большойд. 58/17,30.266398,59.933839,Дикси,52,1859.0
Санкт-Петербург пр-т. Большойд. 91,30.245943,59.928492,Дикси,50,2493.0
Санкт-Петербург пр-т. Ветерановд. 160,30.144281,59.834962,Дикси,24,3146.0
Санкт-Петербург пр-т. Ветерановд. 169кор. 1,30.114124,59.836174,Дикси,4,3923.0
Санкт-Петербург пр-т. Ветерановд. 50кор. 2,30.24306,59.840713,Дикси,27,2569.0
Санкт-Петербург пр-т. Владимирскийд. 18,30.348207,59.929182,Дикси,130,3832.0
Санкт-Петербург пр-т. Вознесенскийд. 43,30.307747,59.922855,Дикси,77,2673.0
Санкт-Петербург пр-т. Гражданскийд. 118кор. 1,30.420333,60.036784,Дикси,17,3596.0
Санкт-Петербург пр-т. Гражданскийд. 4,30.380655,59.997005,Дикси,19,2126.0
Санкт-Петербург пр-т. Дачныйд. 33кор. 1,30.263236,59.836943,Дикси,29,1951.0
Санкт-Петербург пр-т. Дунайскийд. 7кор. 3,30.333107,59.828292,Дикси,13,4029.0
Санкт-Петербург пр-т. Загородныйд. 31,30.335927,59.923784,Дикси,70,2496.0
Санкт-Петербург пр-т. Заневскийд. 28,30.419884,59.930994,Дикси,17,2123.0
Санкт-Петербург пр-т. Измайловскийд. 7,30.306903,59.917136,Дикси,27,1047.0
Санкт-Петербург пр-т. Ириновскийд. 34,30.481751,59.960386,Дикси,22,2301.0
Санкт-Петербург пр-т. Испытателейд. 13,30.290086,60.005468,Дикси,13,4652.0
Санкт-Петербург пр-т. Испытателейд. 35,30.262454,60.008464,Дикси,12,3546.0
Санкт-Петербург пр-т. Каменноостровскийд. 50,30.306553,59.970736,Дикси,50,2138.0
Санкт-Петербург пр-т. Каменноостровскийд. 54,30.315877,59.939099,Дикси,29,444.0
Санкт-Петербург пр-т. Каменноостровскийд. 64кор. 1,30.302672,59.974707,Дикси,21,1411.0
Санкт-Петербург пр-т. Комендантскийд. 35кор. 1,30.24244,60.023416,Дикси,16,2963.0
Санкт-Петербург пр-т. Кондратьевскийд. 33,30.38767,59.971163,Дикси,37,2379.0
Санкт-Петербург пр-т. Короленкод. 4,30.349887,59.939942,Дикси,31,765.0
Санкт-Петербург пр-т. Космонавтовд. 17,30.347363,59.862257,Дикси,24,3292.0
Санкт-Петербург пр-т. Космонавтовд. 63кор. 1,30.357397,59.838607,Дикси,26,7818.0
Санкт-Петербург пр-т. Косыгинад. 7кор. 2,30.469624,59.942097,Дикси,11,2084.0
Санкт-Петербург пр-т. Культурыд. 11кор. 1,30.371725,60.039575,Дикси,19,3272.0
Санкт-Петербург пр-т. Культурыд. 11кор. 1,30.371725,60.039575,Дикси,19,3272.0
Санкт-Петербург пр-т. Ленинскийд. 118,30.25366,59.852366,Дикси,25,4414.0
Санкт-Петербург пр-т. Ленинскийд. 147,30.29544,59.851367,Дикси,17,1895.0
Санкт-Петербург пр-т. Ленинскийд. 75кор. 1,30.189295,59.858616,Дикси,29,8249.0
Санкт-Петербург пр-т. Ленинскийд. 76кор. 1,30.18793,59.860188,Дикси,23,7077.0
Санкт-Петербург пр-т. Ленинскийд. 82кор. 1,30.196302,59.858372,Дикси,16,6623.0
Санкт-Петербург пр-т. Ленинскийд. 95кор. 1,30.213963,59.85304,Дикси,8,3508.0
Санкт-Петербург пр-т. Лермонтовскийд. 50,30.297938,59.91249,Дикси,71,1668.0
Санкт-Петербург пр-т. Лермонтовскийд. 7/12,30.291425,59.923378,Дикси,73,2280.0
Санкт-Петербург пр-т. Леснойд. 37кор. 2,30.344632,59.980294,Дикси,4,664.0
Санкт-Петербург пр-т. Леснойд. 7,30.352115,59.963039,Дикси,18,561.0
Санкт-Петербург пр-т. Леснойд. 75,30.341237,59.988271,Дикси,3,307.0
Санкт-Петербург пр-т. Лиговскийд. 1,30.364853,59.938248,Дикси,113,2990.0
Санкт-Петербург пр-т. Лиговскийд. 161,30.348809,59.914019,Дикси,86,1875.0
Санкт-Петербург пр-т. Лиговскийд. 218,30.346285,59.907798,Дикси,62,3443.0
Санкт-Петербург пр-т. Литейныйд. 22,30.348971,59.943201,Дикси,93,2598.0
Санкт-Петербург пр-т. Луначарскогод. 104,30.411853,60.025723,Дикси,11,2433.0
Санкт-Петербург пр-т. Луначарскогод. 112,30.425229,60.022441,Дикси,11,1715.0
Санкт-Петербург пр-т. Луначарскогод. 72кор. 1,30.357757,60.038339,Дикси,19,2854.0
Санкт-Петербург пр-т. Маршакад. 4,30.446277,60.035432,Дикси,13,3327.0
Санкт-Петербург пр-т. Маршала Блюхерад. 46,30.426918,59.976256,Дикси,23,3527.0
Санкт-Петербург пр-т. Маршала Жуковад. 54кор. 1,30.207998,59.84169,Дикси,9,961.0
Санкт-Петербург пр-т. Металлистовд. 100,30.405322,59.969448,Дикси,38,3752.0
Санкт-Петербург пр-т. Металлистовд. 65,30.405691,59.970092,Дикси,42,4226.0
Санкт-Петербург пр-т. Мечниковад. 19,30.412958,59.98562,Дикси,25,3170.0
Санкт-Петербург пр-т. Московскийд. 171,30.319839,59.862321,Дикси,38,2698.0
Санкт-Петербург пр-т. Московскийд. 191А,30.316209,59.85351,Дикси,13,1300.0
Санкт-Петербург пр-т. Московскийд. 205,30.320944,59.846875,Дикси,32,3619.0
Санкт-Петербург пр-т. Наукид. 25,30.406185,60.009728,Дикси,20,4484.0
Санкт-Петербург пр-т. Наукид. 44,30.426379,60.006377,Дикси,20,2792.0
Санкт-Петербург пр-т. Наукид. 55,30.417297,60.007501,Дикси,25,4062.0
Санкт-Петербург пр-т. Невскийд. 142,30.369551,59.929587,Дикси,101,3511.0
Санкт-Петербург пр-т. Невскийд. 91,30.365213,59.930313,Дикси,73,2148.0
Санкт-Петербург пр-т. Непокоренныхд. 74,30.431868,59.994171,Дикси,10,1763.0
Санкт-Петербург пр-т. Новоизмайловскийд. 49кор. 2,30.30366,59.859461,Дикси,32,3002.0
Санкт-Петербург пр-т. Новочеркасскийд. 22/15,30.41109,59.930823,Дикси,31,2830.0
Санкт-Петербург пр-т. Новочеркасскийд. 51,30.416039,59.92428,Дикси,22,1856.0
Санкт-Петербург пр-т. Обуховской Обороныд. 110кор. 1,30.4686,59.866671,Дикси,11,1852.0
Санкт-Петербург пр-т. Обуховской Обороныд. 95кор. 2,30.431643,59.897587,Дикси,31,824.0
Санкт-Петербург пр-т. Пискаревскийд. 39,30.421312,59.978899,Дикси,14,2034.0
Санкт-Петербург пр-т. Пискаревскийд. 52,30.427196,59.991597,Дикси,11,1577.0
Санкт-Петербург пр-т. Пискарёвскийд. 145кор. 3,30.449376,60.002517,Дикси,19,1529.0
Санкт-Петербург пр-т. Просвещенияд. 31,30.342368,60.050646,Дикси,12,1766.0
Санкт-Петербург пр-т. Просвещенияд. 67,30.39333,60.040438,Дикси,13,2665.0
Санкт-Петербург пр-т. Просвещенияд. 68кор. 1,30.378984,60.044428,Дикси,19,3604.0
Санкт-Петербург пр-т. Просвещенияд. 75,30.401496,60.0386,Дикси,18,4519.0
Санкт-Петербург пр-т. Просвещенияд. 99,30.428607,60.033185,Дикси,13,4461.0
Санкт-Петербург пр-т. Пятилетокд. 18кор. 1,30.449618,59.924334,Дикси,17,2816.0
Санкт-Петербург пр-т. Пятилетокд. 9кор. 1,30.45685,59.923748,Дикси,12,1660.0
Санкт-Петербург пр-т. Северныйд. 16кор. 4,30.342836,60.031602,Дикси,14,2045.0
Санкт-Петербург пр-т. Северныйд. 18/1,30.345198,60.032115,Дикси,13,2480.0
Санкт-Петербург пр-т. Среднеохтинскийд. 44кор. 1,30.415015,59.95657,Дикси,67,2990.0
Санкт-Петербург пр-т. Среднийд. 58/36,30.268105,59.939866,Дикси,131,4807.0
Санкт-Петербург пр-т. Среднийд. 99/18,30.23908,59.932324,Дикси,73,3589.0
Санкт-Петербург пр-т. Стачекд. 101кор. 1,30.245,59.859068,Дикси,20,3043.0
Санкт-Петербург пр-т. Стачекд. 59,30.257918,59.874052,Дикси,25,2094.0
Санкт-Петербург пр-т. Стачекд. 75,30.259454,59.867145,Дикси,18,1534.0
Санкт-Петербург пр-т. Стачекд. 88,30.260703,59.868749,Дикси,38,2731.0
Санкт-Петербург пр-т. Суворовскийд. 2Б,30.366129,59.931129,Дикси,86,2293.0
Санкт-Петербург пр-т. Суворовскийд. 36,30.378822,59.941033,Дикси,66,2249.0
Санкт-Петербург пр-т. Тихорецкийд. 12кор. 1,30.367773,60.014396,Дикси,44,3057.0
Санкт-Петербург пр-т. Торезад. 21,30.360559,60.00285,Дикси,25,2752.0
Санкт-Петербург пр-т. Торезад. 39кор. 1,30.350013,60.009755,Дикси,6,744.0
Санкт-Петербург пр-т. Торезад. 82,30.337194,60.016276,Дикси,25,2024.0
Санкт-Петербург пр-т. Чкаловскийд. 18,30.291173,59.961278,Дикси,76,5123.0
Санкт-Петербург пр-т. Чкаловскийд. 56,30.302061,59.96825,Дикси,31,1670.0
Санкт-Петербург пр-т. Энгельсад. 150кор. 1,30.336089,60.056063,Дикси,4,696.0
Санкт-Петербург пр-т. Энгельсад. 63,30.321914,60.01901,Дикси,47,2772.0
Санкт-Петербург пр-т. Юнтоловскийд. 49кор. 3,30.142835,60.031211,Дикси,27,4536.0
Санкт-Петербург пр-т. Юрия Гагаринад. 1,30.33591,59.874697,Дикси,15,1060.0
Санкт-Петербург пр-т. Юрия Гагаринад. 12кор. 1,30.338389,59.862569,Дикси,21,2946.0
Санкт-Петербург тер. Гореловош. Красносельскоед. 46кор. 4,30.315877,59.939099,Дикси,29,444.0
Санкт-Петербург ул. 1-я линия Васильевского островад. 20,30.289835,59.941862,Дикси,75,1808.0
Санкт-Петербург ул. 11-я линия Васильевского островад. 14/39,30.277196,59.938166,Дикси,84,2079.0
Санкт-Петербург ул. 12-я Красноармейскаяд. 3,30.305762,59.911737,Дикси,69,1822.0
Санкт-Петербург ул. 13-я линия Васильевского островад. 64/39,30.265886,59.944981,Дикси,91,2734.0
Санкт-Петербург ул. 2-я Советскаяд. 14/4,30.37027,59.931422,Дикси,92,2604.0
Санкт-Петербург ул. 4-я линия Васильевского островад. 5,30.285307,59.940632,Дикси,83,1854.0
Санкт-Петербург ул. 5-я Советскаяд. 19,30.370638,59.934127,Дикси,144,3710.0
Санкт-Петербург ул. 6-я линия Васильевского островад. 55,30.273566,59.947879,Дикси,60,1808.0
Санкт-Петербург ул. 7-я Красноармейскаяд. 25,30.308915,59.911768,Дикси,114,2854.0
Санкт-Петербург ул. 7-я Советскаяд. 17,30.372839,59.935687,Дикси,177,4591.0
Санкт-Петербург ул. 8-я Советскаяд. 14,30.372767,59.937247,Дикси,138,4134.0
Санкт-Петербург ул. 9-я Советскаяд. 5,30.371662,59.93827,Дикси,52,1956.0
Санкт-Петербург ул. Авиационнаяд. 15,30.32539,59.855263,Дикси,27,3955.0
Санкт-Петербург ул. Автовскаяд. 3,30.266335,59.866608,Дикси,35,2588.0
Санкт-Петербург ул. Адмирала Чероковад. 22,30.134983,59.850409,Дикси,8,3533.0
Санкт-Петербург ул. Антонова-Овсеенкод. 20,30.472543,59.909829,Дикси,17,4201.0
Санкт-Петербург ул. Апрельскаяд. 6кор. 1,30.415833,59.963575,Дикси,25,3169.0
Санкт-Петербург ул. Архивнаяд. 7,30.44616,59.902298,Дикси,5,2184.0
Санкт-Петербург ул. Бабушкинад. 17,30.423953,59.895691,Дикси,39,1755.0
Санкт-Петербург ул. Бассейнаяд. 21,30.309517,59.86429,Дикси,22,2468.0
Санкт-Петербург ул. Бассейнаяд. 41,30.32195,59.864652,Дикси,23,1805.0
Санкт-Петербург ул. Благодатнаяд. 34,30.327223,59.876237,Дикси,34,2682.0
Санкт-Петербург ул. Блохинад. 15,30.301324,59.951921,Дикси,80,2782.0
Санкт-Петербург ул. Блохинад. 17,30.299312,59.952232,Дикси,87,2731.0
Санкт-Петербург ул. Большая Монетнаяд. 10,30.314835,59.96121,Дикси,56,2047.0
Санкт-Петербург ул. Большая Московскаяд. 5,30.347013,59.926372,Дикси,114,3154.0
Санкт-Петербург ул. Большая Подьяческаяд. 19,30.30525,59.924028,Дикси,105,2931.0
Санкт-Петербург ул. Большая Пушкарскаяд. 10,30.2973,59.955115,Дикси,110,3211.0
Санкт-Петербург ул. Большая Пушкарскаяд. 30,30.304271,59.959476,Дикси,118,3500.0
Санкт-Петербург ул. Бороваяд. 23/21,30.346132,59.918652,Дикси,89,2430.0
Санкт-Петербург ул. Бронницкаяд. 24,30.323899,59.913992,Дикси,141,2951.0
Санкт-Петербург ул. Бухарестскаяд. 112,30.404559,59.850305,Дикси,7,2531.0
Санкт-Петербург ул. Бухарестскаяд. 122кор. 2,30.408448,59.84485,Дикси,9,2161.0
Санкт-Петербург ул. Бухарестскаяд. 72кор. 1,30.378283,59.874024,Дикси,15,3479.0
Санкт-Петербург ул. Варшавскаяд. 112А,30.315383,59.84796,Дикси,29,3183.0
Санкт-Петербург ул. Варшавскаяд. 23А,30.310523,59.874359,Дикси,25,4265.0
Санкт-Петербург ул. Васи Алексеевад. 20/24,30.27124,59.878075,Дикси,50,3436.0
Санкт-Петербург ул. Верейскаяд. 33,30.327663,59.914015,Дикси,148,3042.0
Санкт-Петербург ул. Глухарскаяд. 9,30.218428,60.030047,Дикси,21,1316.0
Санкт-Петербург ул. Гороховаяд. 17/56А,30.316111,59.932175,Дикси,5,195.0
Санкт-Петербург ул. Гороховаяд. 56,30.329487,59.92382,Дикси,69,2375.0
Санкт-Петербург ул. Декабристовд. 17,30.301827,59.927987,Дикси,81,2350.0
Санкт-Петербург ул. Декабристовд. 56,30.285864,59.92396,Дикси,107,3222.0
Санкт-Петербург ул. Дибуновскаяд. 45,30.265239,59.985354,Дикси,33,2691.0
Санкт-Петербург ул. Дыбенкод. 25кор. 1Э,30.476792,59.904211,Дикси,22,3549.0
Санкт-Петербург ул. Есенинад. 1кор. 1,30.330511,60.028928,Дикси,5,3350.0
Санкт-Петербург ул. Есенинад. 34кор. 1,30.342674,60.05322,Дикси,11,1729.0
Санкт-Петербург ул. Жуковскогод. 4,30.350049,59.936178,Дикси,46,1278.0
Санкт-Петербург ул. Замшинад. 44,30.400768,59.975603,Дикси,48,3616.0
Санкт-Петербург ул. Замшинад. 58,30.404092,59.980105,Дикси,16,1753.0
Санкт-Петербург ул. Захарьевскаяд. 3,30.350615,59.947613,Дикси,22,627.0
Санкт-Петербург ул. Ивановскаяд. 17,30.439854,59.874454,Дикси,42,2963.0
Санкт-Петербург ул. Кавалергардскаяд. 30,30.382397,59.947311,Дикси,45,2034.0
Санкт-Петербург ул. Коллонтайд. 31кор. 1,30.483143,59.922088,Дикси,19,4089.0
Санкт-Петербург ул. Колокольнаяд. 5,30.350444,59.928474,Дикси,92,2573.0
Санкт-Петербург ул. Композиторовд. 31кор. 1,30.318195,60.060671,Дикси,5,1309.0
Санкт-Петербург ул. Корнея Чуковскогод. 10,30.456068,60.030789,Дикси,23,5097.0
Санкт-Петербург ул. Котинад. 2кор. 3,30.209292,59.856438,Дикси,12,3683.0
Санкт-Петербург ул. Краснопутиловскаяд. 20,30.268042,59.871509,Дикси,48,3030.0
Санкт-Петербург ул. Краснопутиловскаяд. 8,30.26161,59.874684,Дикси,23,1721.0
Санкт-Петербург ул. Купчинскаяд. 15Б,30.385506,59.838683,Дикси,14,3763.0
Санкт-Петербург ул. Лени Голиковад. 2,30.229612,59.847878,Дикси,28,2976.0
Санкт-Петербург ул. Ленинад. 43,30.297956,59.964904,Дикси,113,3469.0
Санкт-Петербург ул. Ленсоветад. 90,30.351989,59.832001,Дикси,6,2431.0
Санкт-Петербург ул. Летчика Лихолетовад. 14кор. 2,30.105312,59.84329,Дикси,4,4126.0
Санкт-Петербург ул. Летчика Пилютовад. 50кор. 3,30.140804,59.827107,Дикси,22,1096.0
Санкт-Петербург ул. Лидии Зверевойд. 3кор. 3,30.25392,60.039737,Дикси,8,7302.0
Санкт-Петербург ул. Малая Бухарестскаяд. 12стр. 1,30.41594,59.847268,Дикси,3,1077.0
Санкт-Петербург ул. Малая Десятиннаяд. 11,30.295045,60.03314,Дикси,18,3326.0
Санкт-Петербург ул. Маратад. 26/11,30.353112,59.926877,Дикси,113,3453.0
Санкт-Петербург ул. Маршала Говоровад. 10,30.265509,59.877935,Дикси,23,1515.0
Санкт-Петербург ул. Маршала Захаровад. 20,30.179666,59.857604,Дикси,17,3602.0
Санкт-Петербург ул. Маршала Казаковад. 13,30.236574,59.860093,Дикси,20,2523.0
Санкт-Петербург ул. Маршала Казаковад. 36,30.214493,59.859528,Дикси,7,2165.0
Санкт-Петербург ул. Маршала Тухачевскогод. 31,30.423756,59.971267,Дикси,12,3067.0
Санкт-Петербург ул. Матроса Железнякад. 57,30.316254,60.00029,Дикси,11,953.0
Санкт-Петербург ул. Миллионнаяд. 23,30.321626,59.942894,Дикси,37,1106.0
Санкт-Петербург ул. Нахимовад. 14/41,30.232873,59.942777,Дикси,37,3727.0
Санкт-Петербург ул. Новосибирскаяд. 2,30.30817,59.989211,Дикси,39,3294.0
Санкт-Петербург ул. Новочеркасскийд. 52Б,30.420872,59.922936,Дикси,39,2878.0
Санкт-Петербург ул. Олеко Дундичад. 21,30.404676,59.829043,Дикси,21,4397.0
Санкт-Петербург ул. Олеко Дундичад. 40,30.426648,59.835496,Дикси,7,2770.0
Санкт-Петербург ул. Оптиковд. 45кор. 2,30.204064,60.003673,Дикси,14,4372.0
Санкт-Петербург ул. Парашютнаяд. 54,30.243931,60.034879,Дикси,7,2800.0
Санкт-Петербург ул. Партизана Германад. 14/117,30.177105,59.834289,Дикси,16,4314.0
Санкт-Петербург ул. Парфёновскаяд. 14кор. 1,30.312697,59.900295,Дикси,7,4994.0
Санкт-Петербург ул. Пейзажнаяд. 4стр. 1,30.481419,60.013479,Дикси,7,2178.0
Санкт-Петербург ул. Пестеляд. 12,30.346204,59.942917,Дикси,101,2861.0
Санкт-Петербург ул. Планернаяд. 63кор. 1,30.220602,60.023155,Дикси,10,2255.0
Санкт-Петербург ул. Плесецкаяд. 14,30.218572,60.035256,Дикси,5,7121.0
Санкт-Петербург ул. Пулковскаяд. 6кор. 3,30.350795,59.839113,Дикси,26,8699.0
Санкт-Петербург ул. Пушкинскаяд. 20,30.356427,59.92754,Дикси,108,3683.0
Санкт-Петербург ул. Розенштейнад. 18,30.288964,59.904978,Дикси,4,1275.0
Санкт-Петербург ул. Русановскаяд. 19кор. 2,30.514189,59.864444,Дикси,12,5602.0
Санкт-Петербург ул. Рыбацкаяд. 5,30.296896,59.95885,Дикси,111,5704.0
Санкт-Петербург ул. Саблинскаяд. 13,30.30728,59.95725,Дикси,103,3351.0
Санкт-Петербург ул. Савушкина д. 136 6кор. 2,30.196221,59.989162,Дикси,13,2662.0
Санкт-Петербург ул. Савушкинад. 143кор. 1,30.20233,59.989481,Дикси,9,2437.0
Санкт-Петербург ул. Садоваяд. 25,30.32469,59.929889,Дикси,67,2414.0
Санкт-Петербург ул. Садоваяд. 68,30.296545,59.919879,Дикси,86,1778.0
Санкт-Петербург ул. Садоваяд. 8/7,30.336592,59.937008,Дикси,19,483.0
Санкт-Петербург ул. Седовад. 40,30.419399,59.890162,Дикси,41,1986.0
Санкт-Петербург ул. Седовад. 68,30.430233,59.879119,Дикси,22,1374.0
Санкт-Петербург ул. Сестрорецкаяд. 1,30.294416,59.987375,Дикси,49,2963.0
Санкт-Петербург ул. Сестрорецкаяд. 5,30.290868,59.987285,Дикси,34,2268.0
Санкт-Петербург ул. Софийскаяд. 28,30.402618,59.875384,Дикси,15,2594.0
Санкт-Петербург ул. Стахановцевд. 10кор. 3,30.408637,59.926648,Дикси,38,2646.0
Санкт-Петербург ул. Тамбовскаяд. 70,30.351891,59.908764,Дикси,66,1869.0
Санкт-Петербург ул. Типановад. 19,30.334302,59.852768,Дикси,19,1603.0
Санкт-Петербург ул. Трефолевад. 10,30.274851,59.889399,Дикси,29,1572.0
Санкт-Петербург ул. Трефолевад. 15,30.269928,59.891164,Дикси,84,2451.0
Санкт-Петербург ул. Туркуд. 2кор. 3,30.362536,59.868961,Дикси,10,1839.0
Санкт-Петербург ул. Учительскаяд. 18кор. 1,30.404954,60.032578,Дикси,7,2380.0
Санкт-Петербург ул. Фонтаннаяд. 3,30.367099,59.939176,Дикси,76,2179.0
Санкт-Петербург ул. Фрунзед. 16,30.32778,59.862415,Дикси,33,3396.0
Санкт-Петербург ул. Фрунзед. 27А,30.332451,59.861413,Дикси,22,3402.0
Санкт-Петербург ул. Чайковскогод. 2/7Р,30.342099,59.946991,Дикси,80,1887.0
Санкт-Петербург ул. Чайковскогод. 55,30.357649,59.946252,Дикси,74,1918.0
Санкт-Петербург ул. Черновад. 2,30.470495,59.86415,Дикси,14,1931.0
Санкт-Петербург ул. Чеховад. 4,30.352546,59.936922,Дикси,66,1507.0
Санкт-Петербург ул. Чудновскогод. 10,30.476262,59.924952,Дикси,9,2408.0
Санкт-Петербург ул. Яхтеннаяд. 7кор. 1,30.217089,59.988784,Дикси,20,4120.0
Санкт-Петербург ш. Ланскоед. 10кор. 1,30.306714,59.991786,Дикси,46,4634.0
Санкт-Петербург ш. Ланскоед. 24кор. 1,30.321581,59.996574,Дикси,32,2812.0
Санкт-Петербург ш. Ланскоед. 27,30.309652,59.991858,Дикси,43,4044.0
Санкт-Петербург ш. Ланскоед. 47,30.315383,59.993698,Дикси,41,4248.0
Санкт-Петербург ш. Петергофскоед. 78кор. 7,30.110361,59.846341,Дикси,33,66897.0
Санкт-Петербург ш. Революциид. 17,30.421959,59.959224,Дикси,38,3015.0
Санкт-Петербург ш. Фермскоед. 10А,30.311403,60.012174,Дикси,15,2167.0
Санкт-Петербург ш. Южноед. 55кор. 1,30.405152,59.857712,Дикси,13,4622.0
Санкт-Петербург ул. 1-я Красноармейская д. 15 лит. А,30.309086,59.916279,Лента,36,972.0
Санкт-Петербург ул. Автовская д. 15 лит. А,30.268644,59.867462,Лента,28,1859.0
Санкт-Петербург ул. Бабушкина д. 40 стр. 1,30.443258,59.877696,Лента,20,1588.0
Санкт-Петербург ул. Бестужевская д. 10,30.393788,59.987299,Лента,2,256.0
Санкт-Петербург пр. Богатырский д. 35 к. 1,30.241928,60.003858,Лента,13,2088.0
Санкт-Петербург пр. Большевиков д. 7 к. 2 стр. 1,30.471366,59.915467,Лента,12,2455.0
Санкт-Петербург пр. Большеохтинский д. 22 к. 2,30.409868,59.958724,Лента,15,2160.0
Санкт-Петербург ул. Бухарестская д. 43 к. 2,30.389961,59.860269,Лента,17,2816.0
Санкт-Петербург ул. Бухарестская д. 69 лит. А,30.397983,59.849754,Лента,4,593.0
Санкт-Петербург ул. Вербная д. 21 лит. А,30.293249,60.022544,Лента,10,2207.0
Санкт-Петербург пр. Ветеранов д. 55 лит. А,30.235936,59.839773,Лента,31,3587.0
Санкт-Петербург пр. Ветеранов д. 167 к. 1 стр. 1,30.116721,59.835962,Лента,2,2239.0
Санкт-Петербург пр. Гражданский д. 39 лит А,30.396303,60.01038,Лента,8,1052.0
Санкт-Петербург пр. Гражданский д. 111 лит. А,30.41621,60.029755,Лента,25,4299.0
Санкт-Петербург ул. Декабристов д. 37,30.289422,59.925236,Лента,75,2439.0
Санкт-Петербург пр. Дунайский д. 27 к. 1 лит. Б,30.363209,59.831865,Лента,5,1801.0
Санкт-Петербург пр. Заневский д. 38,30.431086,59.933099,Лента,5,808.0
Санкт-Петербург пр. Заневский д. 71 к. 1,30.440231,59.933302,Лента,1,5.0
Санкт-Петербург пр. Индустриальный д. 35,30.469866,59.954232,Лента,11,2591.0
Санкт-Петербург пр. Искровский д. 12,30.46312,59.911047,Лента,12,1804.0
Санкт-Петербург ул. Коллонтай д. 10 лит. А,30.452304,59.91683,Лента,3,1166.0
Санкт-Петербург пр. Комендантский д. 11В пр. Испытателей д. 37,30.264547,60.007096,Лента,19,4849.0
Санкт-Петербург пр. Комендантский д.57 к. 1 стр. 1,30.232127,60.032627,Лента,10,3755.0
Санкт-Петербург пл. Конституции д. 2 лит. А,30.30313,59.853695,Лента,27,2410.0
Санкт-Петербург пр. Костромской д. 24 лит. А,30.316524,60.015786,Лента,37,1381.0
Санкт-Петербург пр. Левашовский д. 21 лит. А,30.283107,59.966755,Лента,13,832.0
Санкт-Петербург пер. Лыжный д. 8 к. 1,30.197201,59.999633,Лента,8,3014.0
