Адрес,Год постройки,Этажей,Квартир,Ссылка,latitude,longitude,Магазинов по близости,Дикси,Магнит,Пятёрочка,Перекрёсток,Лента,Вкустер,Верный
 пр-кт Испытателей 33 , 1999,15,194, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1195557,30.264458,60.00832,7,True,True,True,True,True,False,True
 пр-кт 1-й Муринский 29/20 , 1961,5,95, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1166864,30.346573,59.989256,1,True,False,False,False,False,False,False
 1-й Предпортовый проезд 14 , 2015,19,752, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1188740,30.306355,59.842269,3,True,True,False,False,False,False,False
 1-й Предпортовый проезд 15 Строение 1, 2021,19,846, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1194763,30.303615,59.841934,3,True,True,False,False,False,False,False
 1-й Рабфаковский пер. 2 , 1958,5,61, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/281661,30.472409,59.858543,2,False,True,False,False,False,False,False
 1-й Рабфаковский пер. 3 , 2009,19,477, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1155349,30.470657,59.857585,2,False,True,False,False,False,False,False
 1-й Рабфаковский пер. 4 , 1960,5,72, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/281662,30.47328,59.858168,2,False,True,False,False,False,False,False
 1-й Рабфаковский пер. 5 , 1927,4,57, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/281663,30.472418,59.857057,3,False,True,True,False,False,False,False
 1-й Рабфаковский пер. 6 Литер Ф, 1934,5,86, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/281664,30.475121,59.858119,2,False,True,False,False,False,False,False
 1-й Рабфаковский пер. 7 , 1927,4,31, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/281665,30.473504,59.857667,2,False,True,False,False,False,False,False
 1-й Рабфаковский пер. 9к 1 Литер В, 1927,4,57, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/281667,30.474115,59.857066,3,False,True,True,False,False,False,False
 1-й Рабфаковский пер. 9к 2 , 1927,3,36, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/281666,30.473136,59.856447,3,False,True,True,False,False,False,False
 1-й Рабфаковский пер. 11 , 1932,5,50, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/281668,30.475283,59.857698,3,False,True,True,False,False,False,False
 ул. 1-я Алексеевская 3 , 2004,3,17, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1208814,30.294371,60.017031,0,False,False,False,False,False,False,False
 1-я линия васильевского острова 4 , 1873,4,70, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304544,30.292422,59.939514,1,True,False,False,False,False,False,False
 1-я линия васильевского острова 6 , 1917,3,10, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304545,30.292197,59.939794,1,True,False,False,False,False,False,False
 1-я линия васильевского острова 6 , 1917,4,10, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304546,30.29165,59.939712,1,True,False,False,False,False,False,False
 1-я линия васильевского острова 8 , 1917,2,11, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304547,30.292018,59.939956,1,True,False,False,False,False,False,False
 1-я линия васильевского острова 10 , 1917,4,25, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304549,30.291182,59.940028,1,True,False,False,False,False,False,False
 1-я линия васильевского острова 10 , 1917,3,6, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304550,30.291443,59.939947,1,True,False,False,False,False,False,False
 1-я линия васильевского острова 12 , 1850,2,13, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304551,30.29165,59.940285,1,True,False,False,False,False,False,False
 1-я линия васильевского острова 16 , 1917,4,8, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304553,30.290877,59.940488,2,True,False,False,False,False,False,False
 1-я линия васильевского острова 20 Литер В, 1808,2,8, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304555,30.289458,59.942155,2,True,False,False,False,False,False,False
 1-я линия васильевского острова 20 , 1780,3,7, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304557,30.289835,59.941862,2,True,False,False,False,False,False,False
 1-я линия васильевского острова 20 Литер Г, 1917,3,36, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304556,30.289026,59.941587,4,True,True,True,False,False,False,False
 1-я линия васильевского острова 22 , 1917,4,20, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304558,30.289134,59.94234,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 24 , 1917,4,45, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304559,30.288946,59.942502,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 26 , 1910,8,23, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162082,30.288685,59.94271,2,True,False,True,False,False,False,False
 1-я линия васильевского острова 28 , 1917,3,16, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304560,30.288353,59.942985,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 32 Литер В, 1917,3,5, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304563,30.287329,59.943079,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 32 , 1917,2,14, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304562,30.287948,59.943453,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 32 , 1917,2,8, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304561,30.287418,59.943332,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 34 , 1917,3,21, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304564,30.287607,59.94376,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 36 , 1904,5,53, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304565,30.287068,59.944102,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 38 , 1898,6,10, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304568,30.286915,59.94435,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 38 , 1917,6,11, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304566,30.28643,59.944274,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 38 Литер В, 1917,3,5, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304567,30.286062,59.94412,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 40 , 1917,4,28, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304569,30.286709,59.944539,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 42 , 1917,6,26, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304570,30.286466,59.944729,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 42 , 1917,4,11, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304572,30.286466,59.944729,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 42 Литер В, 1917,5,8, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304571,30.285855,59.944643,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 44 , 1917,4,22, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1116095,30.286188,59.944977,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 46 , 1903,4,21, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563616,30.285568,59.945508,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 48 , 1903,4,23, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563617,30.285262,59.945734,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 50 , 1917,4,34, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563618,30.284966,59.946004,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 54 , 1904,3,9, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563620,30.283996,59.946833,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 54 , 1904,3,6, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563621,30.283672,59.946667,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 54 Литер В, 1904,4,32, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563619,30.283232,59.946622,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 56 , 1917,4,28, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563622,30.283744,59.947045,3,True,False,True,False,False,False,False
 1-я линия васильевского острова 18/2 , 1917,5,32, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304554,30.29094,59.940785,2,True,False,False,False,False,False,False
 ул. 1-я Красноармейская 2 , 1876,6,39, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24594,30.317135,59.915928,1,False,True,False,False,False,False,False
 ул. 1-я Красноармейская 4 , 1876,5,51, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24595,30.316272,59.915923,1,False,True,False,False,False,False,False
 ул. 1-я Красноармейская 12 , 1860,5,23, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24598,30.313506,59.91586,2,False,False,True,False,True,False,False
 ул. 1-я Красноармейская 14 , 1917,5,39, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24599,30.312913,59.915846,2,False,False,True,False,True,False,False
 ул. 1-я Красноармейская 16 , 1855,5,36, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24600,30.312472,59.915833,2,False,False,True,False,True,False,False
 ул. 1-я Красноармейская 18 , 1879,4,15, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24602,30.311916,59.915833,3,True,False,True,False,True,False,False
 ул. 1-я Красноармейская 18 , 1873,5,25, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24601,30.311727,59.915612,3,True,False,True,False,True,False,False
 ул. 1-я Красноармейская 20 , 1822,4,9, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24603,30.311466,59.915842,4,True,False,True,False,True,False,False
 ул. 1-я Красноармейская 22 , 1855,5,24, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24604,30.310927,59.915828,4,True,False,True,False,True,False,False
 ул. 1-я Красноармейская 24 , 1860,5,6, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24605,30.310317,59.915819,4,True,False,True,False,True,False,False
 ул. 1-я Красноармейская 24 , 1870,4,12, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24606,30.31029,59.915413,5,True,False,True,False,True,False,False
 ул. 1-я Красноармейская 8-10 , 1826,5,29, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24597,30.314646,59.915887,2,False,False,True,False,True,False,False
 ул. 1-я Красноармейская 8-10 , 1826,5,8, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24596,30.314485,59.915711,2,False,False,True,False,True,False,False
 ул. 1-я Никитинская 18 , 2009,3,6, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1132001,30.292135,60.016244,0,False,False,False,False,False,False,False
 ул. 1-я Никитинская 18 , 2010,3,6, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1132002,30.292521,60.016469,0,False,False,False,False,False,False,False
 ул. 1-я Никитинская 24 , 2012,5,19, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/401053,30.291281,60.016874,0,False,False,False,False,False,False,False
 ул. 1-я Никитинская 30 , 2014,6,76, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1095159,30.28979,60.01745,0,False,False,False,False,False,False,False
 ул. 1-я Поперечная (Ново-Ковалево) 4 , 1958,3,9, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1128659,30.545504,59.977814,0,False,False,False,False,False,False,False
 ул. 1-я Советская 6 , 1798,4,2, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162627,30.363335,59.931684,2,True,False,False,False,False,False,False
 ул. 1-я Советская 10 , 1844,7,40, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162628,30.365186,59.93158,3,True,False,False,False,False,False,False
 ул. 1-я Советская 10 Литер В, 1868,3,4, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162629,30.364898,59.931643,3,True,False,False,False,False,False,False
 ул. 1-я Советская 12 , 1899,4,78, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162630,30.365105,59.931066,3,True,False,False,False,False,False,False
 ул. 1-я Утиная 21 , 2008,4,18, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/801551,30.297542,60.03536,1,True,False,False,False,False,False,False
 ул. 1-я Утиная 28 , 2005,9,447, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162193,30.299627,60.033931,1,True,False,False,False,False,False,False
 ул. 1-я Утиная 32 , 2004,4,7, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1193470,30.29712,60.034713,1,True,False,False,False,False,False,False
 ул. 1-я Утиная 32 , 2004,6,124, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1193471,30.29712,60.034713,1,True,False,False,False,False,False,False
 10-я линия васильевского острова 5 , 1862,4,22, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304421,30.277869,59.938284,3,True,False,False,False,False,False,False
 10-я линия васильевского острова 7 , 1833,6,25, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304422,30.277573,59.938644,3,True,False,False,False,False,False,False
 10-я линия васильевского острова 9 , 1869,3,6, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304424,30.277393,59.938861,3,True,False,False,False,False,False,False
 10-я линия васильевского острова 9 , 1869,3,5, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304425,30.27804,59.938973,2,True,False,False,False,False,False,False
 10-я линия васильевского острова 9 Литер В, 1869,4,7, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304423,30.277851,59.939081,2,True,False,False,False,False,False,False
 10-я линия васильевского острова 13 , 1917,5,39, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304426,30.276737,59.93928,3,True,False,False,True,False,False,False
 10-я линия васильевского острова 15 , 1881,5,32, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304428,30.276567,59.939478,3,True,False,False,True,False,False,False
 10-я линия васильевского острова 15б , 1908,6,50, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1003109,30.276163,59.939758,4,True,False,True,True,False,False,False
 10-я линия васильевского острова 17 , 1893,5,17, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304429,30.275956,59.940001,4,True,False,True,True,False,False,False
 10-я линия васильевского острова 17к 2 , 2008,8,84, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1186247,30.275812,59.94028,4,True,False,True,True,False,False,False
 10-я линия васильевского острова 23 , 1903,6,44, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304430,30.274788,59.940983,4,True,False,True,True,False,False,False
 10-я линия васильевского острова 29 , 1955,6,32, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563493,30.273342,59.942151,3,False,False,True,True,False,False,False
 10-я линия васильевского острова 39 , 1874,5,72, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563494,30.271581,59.943769,4,False,False,True,True,False,False,False
 10-я линия васильевского острова 41 , 1917,5,25, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563495,30.271195,59.944012,5,True,False,True,True,False,False,False
 10-я линия васильевского острова 43 , 1917,5,85, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563496,30.271267,59.944463,5,True,True,True,False,False,False,False
 10-я линия васильевского острова 45 , 1913,7,51, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563497,30.271042,59.944747,5,True,True,True,False,False,False,False
 10-я линия васильевского острова 47 , 1917,4,10, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563498,30.270306,59.944814,4,True,True,True,False,False,False,False
 10-я линия васильевского острова 25/42 , 1874,6,34, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304431,30.274087,59.941578,5,True,False,True,True,False,False,False
 10-я линия васильевского острова 27/45 , 1905,7,23, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1189966,30.273593,59.94193,4,True,False,True,True,False,False,False
 10-я линия васильевского острова 51/31 , 1909,5,58, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563499,30.268958,59.945986,3,True,True,True,False,False,False,False
 ул. 10-я Красноармейская 3 , 1917,3,16, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24525,30.304774,59.913248,4,True,True,True,False,False,False,False
 ул. 10-я Красноармейская 4 , 1905,4,20, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24526,30.304945,59.912856,4,True,True,True,False,False,False,False
 ул. 10-я Красноармейская 6 , 1917,4,15, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24527,30.304567,59.912847,5,True,True,True,False,False,False,False
 ул. 10-я Красноармейская 8 , 1898,4,23, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24528,30.301962,59.912815,2,True,False,True,False,False,False,False
 ул. 10-я Красноармейская 9 , 1868,3,7, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24529,30.296671,59.912986,3,True,False,True,False,False,False,False
 ул. 10-я Красноармейская 9 , 1868,3,6, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24530,30.296527,59.913167,3,True,False,True,False,False,False,False
 ул. 10-я Красноармейская 11 , 1873,4,16, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24531,30.296312,59.912991,3,True,False,True,False,False,False,False
 ул. 10-я Красноармейская 13 , 1863,5,13, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24532,30.295746,59.912982,3,True,False,True,False,False,False,False
 ул. 10-я Красноармейская 14 , 1908,5,48, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24533,30.299788,59.912761,2,True,False,True,False,False,False,False
 ул. 10-я Красноармейская 21 , 1939,4,13, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24534,30.293446,59.912914,3,True,False,True,False,False,False,False
 ул. 10-я Красноармейская 23 , 1875,4,39, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24535,30.293051,59.912892,3,True,False,True,False,False,False,False
 ул. 10-я Красноармейская 24 , 1917,4,14, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24536,30.293725,59.912562,3,True,False,True,False,False,False,False
 ул. 10-я Советская 8 Строение 1, 2018,9,80, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1094955,30.380107,59.937053,1,False,True,False,False,False,False,False
 ул. 10-я Советская 9 , 1909,6,34, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1163006,30.379065,59.93676,1,False,True,False,False,False,False,False
 ул. 10-я Советская 11 , 1876,2,4, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1102907,30.379307,59.936566,1,False,True,False,False,False,False,False
 ул. 10-я Советская 11 , 1910,6,13, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1163009,30.379657,59.936859,1,False,True,False,False,False,False,False
 ул. 10-я Советская 1-3 , 1901,5,29, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/30645,30.378023,59.937418,2,True,True,False,False,False,False,False
 ул. 10-я Советская 13 , 1901,5,36, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1163011,30.380152,59.93671,1,False,True,False,False,False,False,False
 ул. 10-я Советская 14 , 1914,8,47, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1163012,30.381813,59.936422,1,False,True,False,False,False,False,False
 ул. 10-я Советская 16 , 1914,6,38, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1163014,30.382272,59.936237,1,False,True,False,False,False,False,False
 ул. 10-я Советская 17 , 1910,7,25, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1163015,30.381481,59.936129,1,False,True,False,False,False,False,False
 ул. 10-я Советская 19 , 1912,7,88, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1163016,30.381715,59.935863,1,False,True,False,False,False,False,False
 ул. 10-я Советская 21 , 1908,6,35, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1163017,30.382397,59.935746,1,False,True,False,False,False,False,False
 ул. 10-я Советская 26 , 1903,5,20, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1163018,30.384589,59.935308,2,False,True,True,False,False,False,False
 ул. 10-я Советская 4-6 , 1913,8,69, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1194541,30.378948,59.937432,2,True,True,False,False,False,False,False
 ул. 10-я Советская 10/30 , 1903,6,31, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1163007,30.380565,59.9369,1,False,True,False,False,False,False,False
 ул. 10-я Советская 12/29 , 1898,5,48, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1163010,30.381373,59.936607,1,False,True,False,False,False,False,False
 ул. 10-я Советская 15/27 , 1910,7,51, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1163013,30.38105,59.936282,1,False,True,False,False,False,False,False
 11-я линия васильевского острова 4 , 1917,5,21, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1178775,30.279594,59.935998,2,True,False,False,False,False,False,False
 11-я линия васильевского острова 16 , 1852,4,26, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304433,30.276729,59.938486,3,True,False,False,False,False,False,False
 11-я линия васильевского острова 16 , 1886,4,19, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304434,30.276351,59.938387,3,True,False,False,False,False,False,False
 11-я линия васильевского острова 20 , 1913,8,48, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304435,30.276163,59.939027,4,True,False,True,True,False,False,False
 11-я линия васильевского острова 20 , 1917,2,3, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304436,30.275291,59.938788,2,True,False,False,False,False,False,False
 11-я линия васильевского острова 22 , 1836,5,26, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1188300,30.275857,59.939334,4,True,False,True,True,False,False,False
 11-я линия васильевского острова 24 , 1917,4,53, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304438,30.275525,59.939582,3,True,False,True,True,False,False,False
 11-я линия васильевского острова 24 , 1917,3,8, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304437,30.274734,59.939478,3,True,False,True,True,False,False,False
 11-я линия васильевского острова 26 Литер Е, 2013,7,38, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/670761,30.274591,59.94028,4,True,False,True,True,False,False,False
 11-я линия васильевского острова 28 , 1843,4,34, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304439,30.274384,59.940596,4,True,False,True,True,False,False,False
 11-я линия васильевского острова 28 , 1843,2,4, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304440,30.273468,59.940407,5,True,False,True,True,False,False,False
 11-я линия васильевского острова 30 , 1880,5,44, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304441,30.274141,59.940844,5,True,False,True,True,False,False,False
 11-я линия васильевского острова 36 , 1895,5,4, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563501,30.272641,59.942029,4,True,False,True,True,False,False,False
 11-я линия васильевского острова 40 , 1917,5,8, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563502,30.271446,59.942543,3,False,False,True,True,False,False,False
 11-я линия васильевского острова 40 , 1900,3,7, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563503,30.272102,59.942511,3,False,False,True,True,False,False,False
 11-я линия васильевского острова 42 , 1917,3,25, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563504,30.271482,59.943021,3,False,False,True,True,False,False,False
 11-я линия васильевского острова 44 , 1917,5,78, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563505,30.271213,59.943214,3,False,False,True,True,False,False,False
 11-я линия васильевского острова 46 , 1910,5,45, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563506,30.27088,59.943543,4,False,False,True,True,False,False,False
 11-я линия васильевского острова 48 , 1876,7,30, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563507,30.27062,59.943751,3,True,False,True,False,False,False,False
 11-я линия васильевского острова 48 , 1903,5,19, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563508,30.26982,59.943562,2,True,False,True,False,False,False,False
 11-я линия васильевского острова 52 , 1917,6,44, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563509,30.270225,59.944111,3,True,False,True,False,False,False,False
 11-я линия васильевского острова 58 , 1917,7,61, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563510,30.269551,59.944706,4,True,True,True,False,False,False,False
 11-я линия васильевского острова 60 , 1917,6,29, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563511,30.269335,59.944932,4,True,True,True,False,False,False,False
 11-я линия васильевского острова 14/39 , 1912,6,55, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304432,30.277196,59.938166,3,True,False,False,False,False,False,False
 11-я линия васильевского острова 32/44 , 1900,5,26, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/304442,30.273566,59.94129,5,True,False,True,True,False,False,False
 11-я линия васильевского острова 34/47 , 1915,5,22, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/563500,30.272965,59.941844,4,True,False,True,True,False,False,False
 ул. 11-я Красноармейская 2б , 1813,4,28, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24537,30.305897,59.91212,4,True,True,True,False,False,False,False
 ул. 11-я Красноармейская 4 , 1878,5,37, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24538,30.30516,59.912138,4,True,True,True,False,False,False,False
 ул. 11-я Красноармейская 6 , 1877,4,31, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24540,30.304666,59.912138,4,True,True,True,False,False,False,False
 ул. 11-я Красноармейская 8 , 1879,5,14, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24543,30.304037,59.91194,4,True,True,False,False,False,False,False
 ул. 11-я Красноармейская 8 , 1879,5,10, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24542,30.304037,59.91194,4,True,True,False,False,False,False,False
 ул. 11-я Красноармейская 12 , 1859,5,42, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24544,30.302932,59.912102,4,True,True,False,False,False,False,False
 ул. 11-я Красноармейская 13 , 1908,6,50, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24545,30.299743,59.912355,2,True,False,True,False,False,False,False
 ул. 11-я Красноармейская 14 , 1909,6,16, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1170846,30.302286,59.912098,5,True,True,True,False,False,False,False
 ул. 11-я Красноармейская 15а , 1899,6,13, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/808003,30.299115,59.912359,2,True,False,True,False,False,False,False
 ул. 11-я Красноармейская 15а , 1917,5,12, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/808133,30.299204,59.912571,3,True,False,True,False,False,False,False
 ул. 11-я Красноармейская 15а Литер В, 1917,5,36, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/798073,30.299222,59.912779,3,True,False,True,False,False,False,False
 ул. 11-я Красноармейская 16 , 1917,6,17, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/24547,30.301747,59.912098,5,True,True,True,False,False,False,False
